Model,Model Index,Displacement,Cylinders,Gears,Transmission,MPG,Aspiration,Lockup Torque Converter,Drive,Max Ethanol,Recommended Fuel,Intake Valves Per Cyl,Intake Valves Per Cyl2,Exhaust Valves Per Cyl,Fuel injection
EQUINOX FWD,14,1.5,4,6,Auto(A6),28,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EQUINOX FWD,68,2,4,9,Auto(A9),25,Turbocharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
TRAX FWD,93,1.4,4,6,Auto(S6),28,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Journey,551,2.4,4,4,Auto(A4),21,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
ECOSPORT FWD,33,1,3,6,Auto(S6),28,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EDGE FWD,459,2,4,8,Auto(A8),24,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCAPE FWD,172,1.5,3,8,Auto(A8),30,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCAPE FWD HEV,107,2.5,4,1,Auto(AV),41,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
TERRAIN FWD,50,1.5,4,9,Auto(A9),27,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
TERRAIN FWD,69,2,4,9,Auto(A9),24,Turbocharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
CR-V FWD,54,1.5,4,1,Auto(AV),30,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PASSPORT FWD,52,3.5,6,9,Auto(S9),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PILOT FWD,17,3.5,6,6,Auto(A6),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PILOT FWD,16,3.5,6,9,Auto(S9),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Kona FWD,25,1.6,4,7,Auto(AM7),30,Turbocharged,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Kona FWD,27,2,4,6,Auto(S6),30,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Santa Fe FWD,30,2,4,8,Auto(S8),23,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Santa Fe FWD,32,2.4,4,8,Auto(S8),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tucson FWD,35,2,4,6,Auto(S6),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tucson FWD,37,2.4,4,6,Auto(S6),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
QX50,990,2,4,8,Auto(AV-S8),26,Turbocharged,Y,"2-Wheel Drive, Front",15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
QX60 FWD,93,3.5,6,7,Auto(AV-S7),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee FWD,1,2,4,9,Auto(A9),26,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee FWD,2,2.4,4,9,Auto(A9),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Cherokee FWD,3,3.2,6,9,Auto(A9),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Compass 4X2,4,2.4,4,6,Auto(A6),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Compass 4X2,5,2.4,4,6,Manual(M6),26,Naturally Aspirated,N,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Renegade 4x2,402,1.3,4,9,Auto(A9),27,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Renegade 4x2,403,2.4,4,9,Auto(A9),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Sorento FWD,28,2.4,4,6,Auto(S6),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sorento FWD,30,3.3,6,8,Auto(S8),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sportage FWD,4,2,4,6,Auto(S6),23,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sportage FWD,2,2.4,4,6,Auto(S6),26,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Telluride FWD,12,3.8,6,8,Auto(S8),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NX 300,25,2,4,6,Auto(S6),25,Turbocharged,Y,"2-Wheel Drive, Front",15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
RX 350,109,3.5,6,8,Auto(S8),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RX 350L,20,3.5,6,8,Auto(S8),22,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
CORSAIR FWD,154,2,4,8,Auto(S8),25,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NAUTILUS FWD,44,2,4,8,Auto(S8),23,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-30 2WD,706,2.5,4,6,Auto(S6),28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-30 2WD,704,2.5,4,6,Auto(S6),28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-5 2WD,504,2.5,4,6,Auto(S6),28,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CX-9 2WD,901,2.5,4,6,Auto(S6),24,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
GLA 250,506,2,4,7,Auto(AM7),28,Turbocharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
GLC 300,111,2,4,9,Auto(A9),24,Turbocharged,Y,"2-Wheel Drive, Rear",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
ECLIPSE CROSS 2WD,230,1.5,4,8,Auto(AV-S8),26,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ECLIPSE CROSS ES 2WD,232,1.5,4,8,Auto(AV-S8),27,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
OUTLANDER 2WD,211,2.4,4,6,Auto(AV-S6),27,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
OUTLANDER SPORT 2WD,222,2,4,6,Auto(AV-S6),27,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
OUTLANDER SPORT 2WD,225,2.4,4,6,Auto(AV-S6),25,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
PATHFINDER 2WD,591,3.5,6,1,Auto(AV),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ROGUE FWD,81,2.5,4,1,Auto(AV),29,Naturally Aspirated,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
HIGHLANDER,74,3.5,6,8,Auto(S8),24,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
HIGHLANDER,73,3.5,6,8,Auto(S8),23,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
HIGHLANDER HYBRID,76,2.5,4,6,Auto(AV-S6),36,Naturally Aspirated,N,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4,85,2.5,4,8,Auto(S8),30,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
RAV4,84,2.5,4,8,Auto(S8),30,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition direct & ported injection
Atlas,29,2,4,8,Auto(S8),22,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Atlas,60,3.6,6,8,Auto(S8),19,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Atlas Cross Sport,20,2,4,8,Auto(S8),22,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Atlas Cross Sport,61,3.6,6,8,Auto(S8),19,Naturally Aspirated,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tiguan,22,2,4,8,Auto(S8),25,Turbocharged,Y,"2-Wheel Drive, Front",15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XC40 FWD,126,2,4,8,Auto(S8),27,Turbocharged,Y,"2-Wheel Drive, Front",10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XC60 FWD,120,2,4,8,Auto(S8),24,Turbocharged,Y,"2-Wheel Drive, Front",10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
MDX AWD,25,3,6,7,Auto(AM-S7),27,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
MDX AWD,23,3.5,6,9,Auto(S9),22,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
MDX AWD A-spec,24,3.5,6,9,Auto(S9),21,Naturally Aspirated,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
RDX AWD,7,2,4,10,Auto(S10),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
RDX AWD A-SPEC,9,2,4,10,Auto(S10),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Stelvio AWD,548,2,4,8,Auto(A8),24,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Stelvio AWD,549,2.9,6,8,Auto(A8),19,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Q3 quattro,16,2,4,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Q5,11,2,4,7,Auto(S7),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
SQ5,33,3,6,8,Auto(S8),20,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X3 M,397,3,6,8,Auto(S8),16,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X3 M Competition,398,3,6,8,Auto(S8),16,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X3 M40i,372,3,6,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X3 xDrive30i,370,2,4,8,Auto(S8),26,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X4 M,497,3,6,8,Auto(S8),16,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X4 M Competition,498,3,6,8,Auto(S8),16,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X4 M40i,472,3,6,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
X4 xDrive30i,470,2,4,8,Auto(S8),25,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ENCORE AWD,756,1.4,4,6,Auto(S6),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
ENCORE GX AWD,827,1.3,3,9,Auto(A9),28,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ENVISION AWD,585,2,4,9,Auto(A9),22,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
ENVISION AWD,581,2.5,4,6,Auto(A6),24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XT4 AWD,744,2,4,9,Auto(S9),24,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
XT5 AWD,804,2,4,9,Auto(S9),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
XT5 AWD,802,3.6,6,9,Auto(S9),20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
XT6 AWD,508,3.6,6,9,Auto(S9),20,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
BLAZER AWD,665,2,4,9,Auto(A9),23,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
BLAZER AWD,818,3.6,6,9,Auto(A9),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EQUINOX AWD,527,1.5,4,6,Auto(A6),27,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EQUINOX AWD,742,2,4,9,Auto(A9),24,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
TRAX AWD,757,1.4,4,6,Auto(S6),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
500X AWD,545,1.3,4,9,Auto(A9),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ECOSPORT AWD,34,2,4,6,Auto(S6),25,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EDGE AWD,460,2,4,8,Auto(A8),23,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EDGE AWD,40,2,4,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
EDGE AWD,42,2.7,6,8,Auto(S8),21,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCAPE AWD,155,1.5,3,8,Auto(A8),28,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCAPE AWD,70,2,4,8,Auto(S8),26,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
ESCAPE AWD HEV,175,2.5,4,1,Auto(AV),40,Naturally Aspirated,N,Part-time 4-Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
TERRAIN AWD,667,1.5,4,9,Auto(A9),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
TERRAIN AWD,743,2,4,9,Auto(A9),23,Turbocharged,Y,All Wheel Drive,10,Premium Unleaded Required,2,2,2,Spark Ignition Direct Injection
CR-V AWD,53,1.5,4,1,Auto(AV),29,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
CR-V AWD,63,2,4,1,Auto(AV),38,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
PASSPORT AWD,51,3.5,6,9,Auto(S9),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PILOT AWD,19,3.5,6,6,Auto(A6),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
PILOT AWD,18,3.5,6,9,Auto(S9),22,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Kona AWD,24,1.6,4,7,Auto(AM7),27,Turbocharged,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Kona AWD,26,2,4,6,Auto(S6),28,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Santa Fe AWD,29,2,4,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Santa Fe AWD,31,2.4,4,8,Auto(S8),24,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tucson AWD,34,2,4,6,Auto(S6),23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Tucson AWD,36,2.4,4,6,Auto(S6),23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
QX50 AWD,991,2,4,8,Auto(AV-S8),25,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
QX60 AWD,94,3.5,6,7,Auto(AV-S7),22,Naturally Aspirated,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
E-PACE,540,2,4,9,Auto(S9),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
E-PACE P300,541,2,4,9,Auto(S9),23,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
F-PACE,768,2,4,8,Auto(S8),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
F-PACE,761,3,6,8,Auto(S8),20,Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
F-PACE,770,5,8,8,Auto(S8),18,Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
F-PACE 30t,769,2,4,8,Auto(S8),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee 4X4,514,2,4,9,Auto(A9),24,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee 4X4,515,2.4,4,9,Auto(A9),24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Cherokee 4X4,516,3.2,6,9,Auto(A9),22,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Cherokee 4x4 Active Drive II,517,2,4,9,Auto(A9),23,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee 4x4 Active Drive II,518,3.2,6,9,Auto(A9),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Cherokee Trailhawk 4X4,519,2,4,9,Auto(A9),22,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Cherokee Trailhawk 4X4,520,3.2,6,9,Auto(A9),21,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Compass 4X4,537,2.4,4,9,Auto(A9),25,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Compass 4X4,538,2.4,4,6,Manual(M6),25,Naturally Aspirated,N,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Renegade 4x4,511,1.3,4,9,Auto(A9),26,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Renegade 4x4,512,2.4,4,9,Auto(A9),24,Naturally Aspirated,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Renegade Trailhawk 4x4,513,1.3,4,9,Auto(A9),24,Turbocharged,Y,All Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Wrangler 4x4,527,2,4,8,Auto(A8),21,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Wrangler 4x4,528,2,4,8,Auto(A8),23,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Wrangler 4x4,530,3.6,6,8,Auto(A8),20,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Wrangler 4x4,531,3.6,6,6,Manual(M6),20,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Wrangler Unlimited 4x4,533,2,4,8,Auto(A8),21,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Wrangler Unlimited 4x4,532,2,4,8,Auto(A8),21,Turbocharged,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Wrangler Unlimited 4x4,550,3,6,8,Auto(A8),25,Turbocharged,Y,4-Wheel Drive,,"Diesel, ultra low sulfur (15 ppm, maximum",2,2,2,Common Rail Direct Diesel Injection
Wrangler Unlimited 4x4,534,3.6,6,8,Auto(A8),20,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Wrangler Unlimited 4x4,535,3.6,6,8,Auto(A8),20,Naturally Aspirated,Y,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Wrangler Unlimited 4x4,536,3.6,6,6,Manual(M6),19,Naturally Aspirated,N,4-Wheel Drive,10,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
Sorento AWD,27,2.4,4,6,Auto(S6),23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sorento AWD,29,3.3,6,8,Auto(S8),20,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sportage AWD,3,2,4,6,Auto(S6),21,Turbocharged,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Sportage AWD,1,2.4,4,6,Auto(S6),23,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Telluride AWD,11,3.8,6,8,Auto(S8),21,Naturally Aspirated,Y,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Discovery Sport,550,2,4,9,Auto(S9),21,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Discovery Sport MHEV,552,2,4,9,Auto(S9),21,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Evoque,74,2,4,9,Auto(S9),23,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Evoque MHEV,75,2,4,9,Auto(S9),23,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Velar,562,2,4,8,Auto(S8),23,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Velar,565,3,6,8,Auto(S8),20,Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Velar,563,5,8,8,Auto(S8),17,Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Velar P300,564,2,4,8,Auto(S8),22,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
Range Rover Velar P380,560,3,6,8,Auto(S8),20,Supercharged,Y,All Wheel Drive,15,Premium Unleaded Recommended,2,2,2,Spark Ignition Direct Injection
NX 300 AWD,26,2,4,6,Auto(S6),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
NX 300 AWD F SPORT,27,2,4,6,Auto(S6),24,Turbocharged,Y,All Wheel Drive,15,Premium Unleaded Required,2,2,2,Spark Ignition direct & ported injection
NX 300h AWD,17,2.5,4,6,Auto(AV-S6),31,Naturally Aspirated,N,All Wheel Drive,15,Regular Unleaded Recommended,2,2,2,Multipoint/sequential fuel injection
