Name,Club,Age,League,Height,Body Type,Market Value (EUR),FIFA Strength Score,Game effort
C. Adam,Stoke City,31,English Premier League,185,Normal,4800000,74,Medium
Lato,Valencia CF,19,Spanish Primera Division,171,Normal,7000000,74,High
T. Ince,Huddersfield Town,25,English Premier League,178,Lean,7000000,74,Medium
A. Katai,Deportivo Alavés,26,Spanish Primera Division,182,Normal,6500000,74,Medium
C. Clemens,1. FC Köln,25,German Bundesliga,179,Normal,6500000,74,Medium
L. Carole,Sevilla FC,26,Spanish Primera Division,182,Normal,5500000,74,High
Àngel Rangel,Swansea City,34,English Premier League,178,Normal,1600000,74,Medium
Joel Robles,Everton,27,English Premier League,195,Lean,4600000,74,Medium
J. Riedewald,Crystal Palace,20,English Premier League,182,Normal,7000000,74,Medium
N. Schulz,TSG 1899 Hoffenheim,24,German Bundesliga,180,Normal,6500000,74,Medium
J. McClean,West Bromwich Albion,28,English Premier League,180,Lean,5500000,74,High
Raul García,CD Leganés,28,Spanish Primera Division,175,Normal,4400000,74,High
L. Caldirola,SV Werder Bremen,26,German Bundesliga,189,Lean,6000000,74,Medium
W. Hennessey,Crystal Palace,30,English Premier League,198,Lean,3600000,74,Medium
Rúben Vezo,Valencia CF,23,Spanish Primera Division,182,Normal,6500000,74,Medium
J. Drmic,Borussia Mönchengladbach,24,German Bundesliga,183,Normal,7500000,74,Medium
S. Duffy,Brighton & Hove Albion,25,English Premier League,193,Normal,6500000,74,Medium
Postigo,Levante UD,28,Spanish Primera Division,185,Normal,5000000,74,Low
G. Sakai,Hamburger SV,26,German Bundesliga,176,Normal,5500000,74,Medium
B. Dja Djédjé,Watford,26,English Premier League,168,Stocky,5500000,74,High
Eraso,CD Leganés,27,Spanish Primera Division,180,Lean,6500000,74,High
Walace,Hamburger SV,22,German Bundesliga,188,Normal,7000000,74,Medium
Albentosa,RC Deportivo de La Coruña,28,Spanish Primera Division,192,Normal,5000000,74,Medium
Chema Rodríguez,Levante UD,25,Spanish Primera Division,182,Normal,6500000,74,Medium
R. Sobhi,Stoke City,20,English Premier League,183,Lean,9500000,74,High
M. Ostrzolek,Hannover 96,27,German Bundesliga,178,Normal,4600000,74,Medium
Ramalho,Girona CF,24,Spanish Primera Division,181,Normal,6500000,74,Medium
Dani Pacheco,Getafe CF,26,Spanish Primera Division,168,Normal,6500000,74,High
D. Aogo,VfB Stuttgart,30,German Bundesliga,184,Normal,4100000,74,Medium
A. Iwobi,Arsenal,21,English Premier League,180,Normal,9500000,74,Medium
C. Salcedo,Eintracht Frankfurt,23,German Bundesliga,184,Normal,6500000,74,Medium
T. Baumgartl,VfB Stuttgart,21,German Bundesliga,190,Lean,7500000,74,Medium
Gonçalo Guedes,Valencia CF,20,Spanish Primera Division,179,Normal,8500000,74,High
L. Ulloa,Leicester City,30,English Premier League,188,Normal,5500000,74,Medium
A. Ndiaye Diedhiou,Getafe CF,20,Spanish Primera Division,173,Lean,11000000,74,High
M. Langerak,Levante UD,28,Spanish Primera Division,193,Lean,4500000,74,Medium
D. Stephens,Brighton & Hove Albion,28,English Premier League,185,Lean,5500000,74,Medium
Merino,Newcastle United,21,English Premier League,186,Lean,8000000,74,Medium
Marc Roca,RCD Espanyol,20,Spanish Primera Division,184,Lean,8500000,74,Medium
O. Tannane,UD Las Palmas,23,Spanish Primera Division,177,Normal,7500000,74,Medium
M. Heller,FC Augsburg,31,German Bundesliga,175,Normal,4900000,74,High
C. Söyüncü,SC Freiburg,21,German Bundesliga,187,Normal,8000000,74,Medium
E. Bardhi,Levante UD,21,Spanish Primera Division,172,Lean,8500000,74,High
Bebé,SD Eibar,26,Spanish Primera Division,190,Normal,6000000,74,Medium
M. Wagué,Watford,26,English Premier League,191,Normal,6000000,74,Low
Mikel Rico,Athletic Club de Bilbao,32,Spanish Primera Division,178,Lean,4300000,74,Medium
José Ángel,SD Eibar,27,Spanish Primera Division,182,Lean,4600000,74,High
H. Winks,Tottenham Hotspur,21,English Premier League,176,Normal,9000000,74,Medium
J. Puncheon,Crystal Palace,31,English Premier League,173,Normal,4800000,74,Medium
Granell,Girona CF,28,Spanish Primera Division,175,Normal,5500000,74,Medium
L. Depoitre,Huddersfield Town,28,English Premier League,191,Stocky,6000000,74,High
J. Schieber,Hertha BSC Berlin,28,German Bundesliga,186,Stocky,6000000,74,High
Z. Kuzmanovic,Málaga CF,29,Spanish Primera Division,186,Normal,5500000,74,Medium
Juanpe,Girona CF,26,Spanish Primera Division,190,Normal,6000000,74,Low
D. Diekmeier,Hamburger SV,27,German Bundesliga,188,Normal,5000000,74,High
Rodrigo Ely,Deportivo Alavés,23,Spanish Primera Division,192,Lean,6000000,74,Medium
M. Dmitrovic,SD Eibar,25,Spanish Primera Division,190,Normal,5000000,74,Medium
P. Max,FC Augsburg,23,German Bundesliga,178,Normal,6000000,74,Medium
E. Ünal,Villarreal CF,20,Spanish Primera Division,185,Lean,9000000,74,Medium
F. Kainz,SV Werder Bremen,24,German Bundesliga,176,Lean,7500000,74,High
J. Lascelles,Newcastle United,23,English Premier League,188,Normal,7000000,74,Medium
P. Sisto,RC Celta de Vigo,22,Spanish Primera Division,171,Lean,8500000,74,High
F. Grillitsch,TSG 1899 Hoffenheim,21,German Bundesliga,187,Lean,7500000,74,Medium
Bruno Gama,RC Deportivo de La Coruña,29,Spanish Primera Division,175,Normal,5500000,74,Medium
F. Ricca,Málaga CF,22,Spanish Primera Division,178,Lean,7000000,74,High
David Simón,UD Las Palmas,27,Spanish Primera Division,175,Normal,5000000,74,High
J. Hogg,Huddersfield Town,28,English Premier League,176,Normal,4600000,74,Medium
Sergio Sánchez,RCD Espanyol,31,Spanish Primera Division,185,Normal,3800000,74,Medium
Medrán,Deportivo Alavés,23,Spanish Primera Division,176,Lean,7500000,74,Medium
J. Schmid,FC Augsburg,27,German Bundesliga,179,Stocky,6000000,74,Medium
Unai Nuñez,Athletic Club de Bilbao,20,Spanish Primera Division,186,Normal,5500000,73,Medium
J. Stanislas,Bournemouth,27,English Premier League,183,Lean,4200000,73,High
Nano,Levante UD,22,Spanish Primera Division,178,Normal,5500000,73,High
K. Havertz,Bayer 04 Leverkusen,18,German Bundesliga,186,Lean,8000000,73,Medium
B. Kayal,Brighton & Hove Albion,29,English Premier League,178,Normal,3800000,73,Medium
Naranjo,CD Leganés,22,Spanish Primera Division,182,Lean,5500000,73,Medium
Cifuentes,Málaga CF,26,Spanish Primera Division,173,Normal,3800000,73,High
C. Löwe,Huddersfield Town,28,English Premier League,175,Lean,3200000,73,Medium
Diego González,Málaga CF,22,Spanish Primera Division,184,Normal,5500000,73,Medium
B. Pavard,VfB Stuttgart,21,German Bundesliga,186,Lean,4800000,73,Medium
S. Zoller,1. FC Köln,26,German Bundesliga,179,Lean,5000000,73,Medium
Hermoso,RCD Espanyol,22,Spanish Primera Division,184,Lean,5000000,73,Medium
K. Bartley,Swansea City,26,English Premier League,194,Normal,4000000,73,Medium
S. Ascacibar,VfB Stuttgart,20,German Bundesliga,168,Normal,7000000,73,Medium
O. Sorg,Hannover 96,27,German Bundesliga,175,Normal,3300000,73,Low
A. Tuanzebe,Manchester United,19,English Premier League,185,Normal,6000000,73,Medium
B. Myhill,West Bromwich Albion,34,English Premier League,191,Normal,1600000,73,Medium
Jason,Levante UD,22,Spanish Primera Division,178,Lean,6000000,73,Medium
E. Muñoz,CD Leganés,26,Spanish Primera Division,185,Normal,4200000,73,Medium
Park Joo Ho,Borussia Dortmund,30,German Bundesliga,176,Normal,2900000,73,Low
André Ramalho,Bayer 04 Leverkusen,25,German Bundesliga,182,Normal,4300000,73,Medium
A. Esswein,Hertha BSC Berlin,27,German Bundesliga,183,Normal,4200000,73,Medium
D. Delaney,Crystal Palace,35,English Premier League,191,Normal,950000,73,Medium
A. Westwood,Burnley,27,English Premier League,170,Lean,4500000,73,Medium
W. Anton,Hannover 96,20,German Bundesliga,189,Lean,5500000,73,Medium
J. Guðmundsson,Burnley,26,English Premier League,178,Normal,4700000,73,High
Bustinza,CD Leganés,25,Spanish Primera Division,175,Normal,4300000,73,Medium
Bernardo,RB Leipzig,22,German Bundesliga,186,Lean,5000000,73,Medium
F. Klaus,Hannover 96,24,German Bundesliga,180,Normal,5000000,73,Medium
O. Kayode,Girona CF,24,Spanish Primera Division,176,Lean,5500000,73,Medium
Jorge Molina,Getafe CF,35,Spanish Primera Division,188,Stocky,1800000,73,Medium
J. Pied,Southampton,28,English Premier League,173,Normal,3200000,73,High
M. van der Hoorn,Swansea City,24,English Premier League,190,Normal,4400000,73,Medium
S. Arfield,Burnley,28,English Premier League,178,Normal,4000000,73,High
C. Doukouré,Levante UD,24,Spanish Primera Division,180,Normal,4700000,73,High
T. Davies,Everton,19,English Premier League,180,Normal,7000000,73,Medium
N. Füllkrug,Hannover 96,24,German Bundesliga,189,Normal,5500000,73,High
L. Klostermann,RB Leipzig,21,German Bundesliga,189,Lean,6500000,73,Medium
M. Suttner,Brighton & Hove Albion,30,English Premier League,179,Normal,2900000,73,High
K. Nordfeldt,Swansea City,28,English Premier League,190,Normal,3300000,73,Medium
K. Rekik,Hertha BSC Berlin,22,German Bundesliga,186,Normal,4700000,73,Medium
G. Murray,Brighton & Hove Albion,33,English Premier League,185,Normal,2500000,73,Low
Momo,UD Las Palmas,34,Spanish Primera Division,180,Lean,2000000,73,Medium
M. Diamé,Newcastle United,30,English Premier League,184,Normal,3800000,73,Medium
L. Chichizola,UD Las Palmas,27,Spanish Primera Division,186,Normal,3200000,73,Medium
Javi Castellano,UD Las Palmas,29,Spanish Primera Division,180,Normal,3100000,73,Low
C. Santos,Deportivo Alavés,29,Spanish Primera Division,184,Lean,4000000,73,Medium
A. Mawson,Swansea City,23,English Premier League,188,Normal,6000000,73,Medium
J. Colback,Newcastle United,27,English Premier League,177,Lean,3900000,73,Medium
Bruno Saltor,Brighton & Hove Albion,36,English Premier League,178,Normal,450000,73,High
M. Leitner,FC Augsburg,24,German Bundesliga,176,Lean,5000000,73,Medium
Marín,Villarreal CF,20,Spanish Primera Division,184,Lean,6000000,73,Medium
C. Schindler,Huddersfield Town,27,English Premier League,189,Normal,4000000,73,Medium
K. Rausch,1. FC Köln,27,German Bundesliga,182,Normal,3300000,73,Medium
A. Smith,Bournemouth,26,English Premier League,180,Lean,4100000,73,High
J. Haberer,SC Freiburg,23,German Bundesliga,186,Lean,5500000,73,High
M. Veljkovic,SV Werder Bremen,21,German Bundesliga,184,Normal,5500000,73,Medium
I. Success,Watford,21,English Premier League,182,Normal,6500000,73,Medium
D. Gosling,Bournemouth,27,English Premier League,183,Normal,4100000,73,Medium
M. Pugh,Bournemouth,30,English Premier League,180,Normal,3800000,73,High
M. Tisserand,VfL Wolfsburg,24,German Bundesliga,190,Lean,4700000,73,Medium
T. Abraham,Swansea City,19,English Premier League,190,Lean,7500000,73,Medium
R. Durmisi,Real Betis Balompié,23,Spanish Primera Division,168,Normal,4700000,73,High
Raúl Lizoain,UD Las Palmas,26,Spanish Primera Division,188,Normal,3300000,73,Medium
D. Brašanac,CD Leganés,25,Spanish Primera Division,178,Normal,5000000,73,Medium
R. Fraser,Bournemouth,23,English Premier League,163,Normal,5500000,73,High
Alex Alegría,Levante UD,24,Spanish Primera Division,189,Normal,5500000,73,Medium
P. Souaré,Crystal Palace,27,English Premier League,178,Lean,3700000,73,High
O. Duda,Hertha BSC Berlin,22,German Bundesliga,181,Lean,6000000,73,Medium
L. Augustinsson,SV Werder Bremen,23,German Bundesliga,181,Normal,5500000,73,High
M. Bakalorz,Hannover 96,27,German Bundesliga,180,Normal,3800000,73,Medium
M. Frantz,SC Freiburg,30,German Bundesliga,182,Normal,3700000,73,Medium
David Soria,Sevilla FC,24,Spanish Primera Division,192,Normal,4400000,73,Medium
Douglas Luiz,Girona CF,19,Spanish Primera Division,178,Normal,7000000,73,Medium
C. Taylor,Burnley,23,English Premier League,176,Lean,4700000,73,High
Sergi Samper,UD Las Palmas,22,Spanish Primera Division,181,Lean,4800000,73,Medium
A. Hegazy,West Bromwich Albion,26,English Premier League,195,Normal,4200000,73,Medium
M. Lacen,Getafe CF,33,Spanish Primera Division,176,Normal,1600000,73,Medium
D. Gray,Leicester City,21,English Premier League,180,Lean,6500000,73,Medium
M. Leckie,Hertha BSC Berlin,26,German Bundesliga,181,Normal,4700000,73,High
E. Prib,Hannover 96,27,German Bundesliga,180,Normal,4200000,73,Medium
Tomás Pina,Deportivo Alavés,29,Spanish Primera Division,185,Lean,3800000,73,Medium
Tito,CD Leganés,31,Spanish Primera Division,175,Lean,2600000,73,Medium
C. Cathcart,Watford,28,English Premier League,190,Normal,3200000,73,Medium
Zaldúa,CD Leganés,25,Spanish Primera Division,176,Normal,4300000,73,Medium
M. Kelly,Crystal Palace,27,English Premier League,191,Normal,3700000,73,Medium
L. Grant,Stoke City,34,English Premier League,193,Normal,1600000,73,Medium
D. Yedlin,Newcastle United,23,English Premier League,172,Normal,4700000,73,High
Ailton,VfB Stuttgart,22,German Bundesliga,181,Normal,5500000,73,High
A. Federici,Bournemouth,32,English Premier League,188,Stocky,2300000,73,Medium
R. Green,Huddersfield Town,37,English Premier League,191,Normal,270000,73,Medium
Guaita,Getafe CF,30,Spanish Primera Division,190,Normal,2600000,73,Medium
T. Carroll,Swansea City,25,English Premier League,178,Lean,5000000,73,Medium
S. Byram,West Ham United,23,English Premier League,180,Lean,4500000,73,High
S. March,Brighton & Hove Albion,22,English Premier League,180,Lean,4800000,72,High
Vesga,Athletic Club de Bilbao,24,Spanish Primera Division,191,Lean,3500000,72,Medium
Ivi,Levante UD,23,Spanish Primera Division,174,Normal,4400000,72,Medium
Rober Ibáñez,Valencia CF,24,Spanish Primera Division,178,Normal,4300000,72,Medium
J. Pohjanpalo,Bayer 04 Leverkusen,22,German Bundesliga,185,Normal,4300000,72,Medium
Erik Morán,CD Leganés,26,Spanish Primera Division,187,Lean,3300000,72,Medium
T. Smith,Huddersfield Town,25,English Premier League,186,Normal,3300000,72,Medium
E. Mulder,Swansea City,28,English Premier League,193,Normal,2500000,72,Medium
K. Karaman,Hannover 96,23,German Bundesliga,189,Lean,4100000,72,Medium
A. Jóhannsson,SV Werder Bremen,26,German Bundesliga,184,Lean,3900000,72,High
M. Moreno,Girona CF,20,Spanish Primera Division,171,Lean,4800000,72,High
Borja Mayoral,Real Madrid CF,20,Spanish Primera Division,181,Lean,5500000,72,High
M. James,Leicester City,25,English Premier League,181,Normal,3800000,72,Medium
Ortuño,UD Las Palmas,26,Spanish Primera Division,184,Normal,3900000,72,Medium
E. Boateng,Levante UD,21,Spanish Primera Division,175,Lean,4700000,72,High
R. Gikiewicz,SC Freiburg,29,German Bundesliga,190,Normal,2100000,72,Medium
D. Opare,FC Augsburg,26,German Bundesliga,175,Normal,3200000,72,High
Pedro López,Levante UD,33,Spanish Primera Division,174,Normal,1200000,72,Medium
E. Kachunga,Huddersfield Town,25,English Premier League,178,Lean,3900000,72,High
R. Aarons,Newcastle United,21,English Premier League,178,Lean,4400000,72,Medium
Rubén,RC Deportivo de La Coruña,33,Spanish Primera Division,187,Normal,1600000,72,Medium
Portillo,Getafe CF,27,Spanish Primera Division,169,Normal,3600000,72,Medium
Joan Jordán,SD Eibar,22,Spanish Primera Division,184,Lean,4100000,72,Medium
J. Schlupp,Crystal Palace,24,English Premier League,178,Normal,3400000,72,High
P. Tschauner,Hannover 96,31,German Bundesliga,196,Normal,1900000,72,Medium
G. Kacar,FC Augsburg,30,German Bundesliga,185,Normal,2300000,72,Medium
N. Gorosito,Getafe CF,28,Spanish Primera Division,186,Normal,2800000,72,Medium
L. Dimata,VfL Wolfsburg,19,German Bundesliga,185,Normal,5500000,72,High
Róber,Levante UD,22,Spanish Primera Division,182,Normal,4200000,72,Medium
N. Maksimovic,Valencia CF,22,Spanish Primera Division,184,Normal,4900000,72,Medium
R. Žulj,TSG 1899 Hoffenheim,25,German Bundesliga,189,Lean,4000000,72,Medium
S. Ireland,Stoke City,30,English Premier League,173,Normal,2900000,72,Medium
Rubén Duarte,Deportivo Alavés,21,Spanish Primera Division,180,Normal,3600000,72,Medium
Dídac Vilà,RCD Espanyol,28,Spanish Primera Division,185,Normal,2500000,72,High
Markel Bergara,Getafe CF,31,Spanish Primera Division,181,Normal,2700000,72,Low
M. Kaminski,VfB Stuttgart,25,German Bundesliga,192,Lean,3300000,72,High
Kenedy,Chelsea,21,English Premier League,182,Normal,4800000,72,Medium
S. Clucas,Swansea City,26,English Premier League,188,Lean,3600000,72,High
B. Hrgota,Eintracht Frankfurt,24,German Bundesliga,185,Lean,4300000,72,Medium
S. Riether,FC Schalke 04,34,German Bundesliga,174,Lean,875000,72,Medium
G. Bong,Brighton & Hove Albion,29,English Premier League,183,Lean,2400000,72,High
E. Jakupovic,Leicester City,32,English Premier League,191,Normal,1800000,72,Medium
D. Kaiser,RB Leipzig,28,German Bundesliga,171,Normal,3100000,72,Medium
C. Wickham,Crystal Palace,24,English Premier League,191,Normal,4100000,72,High
A. Rebic,Eintracht Frankfurt,23,German Bundesliga,182,Normal,4200000,72,Medium
E. Ofori,VfB Stuttgart,22,German Bundesliga,172,Normal,4500000,72,Medium
N. Leiva,Real Betis Balompié,20,Spanish Primera Division,172,Normal,4800000,72,Medium
Córdoba,Athletic Club de Bilbao,20,Spanish Primera Division,180,Normal,5000000,72,High
K. Rodrigues,Real Sociedad,23,Spanish Primera Division,170,Normal,3700000,72,Medium
D. Zakaria,Borussia Mönchengladbach,20,German Bundesliga,191,Lean,7000000,72,Medium
P. Olkowski,1. FC Köln,27,German Bundesliga,184,Normal,2900000,72,Medium
D. Selke,Hertha BSC Berlin,22,German Bundesliga,192,Lean,5000000,72,Medium
Z. Bakkali,RC Deportivo de La Coruña,21,Spanish Primera Division,164,Normal,4400000,72,Medium
Juan Cala,Getafe CF,27,Spanish Primera Division,187,Lean,3000000,72,Medium
A. Mariappa,Watford,30,English Premier League,180,Normal,2200000,72,Medium
A. Luthe,FC Augsburg,30,German Bundesliga,195,Normal,2000000,72,Medium
B. Sako,Crystal Palace,29,English Premier League,183,Stocky,3000000,72,High
Iván López,Levante UD,23,Spanish Primera Division,175,Normal,3700000,72,Medium
Pablo Maffeo,Girona CF,19,Spanish Primera Division,173,Lean,5000000,72,Medium
D. Marney,Burnley,33,English Premier League,183,Normal,1800000,72,Medium
M. Gacinovic,Eintracht Frankfurt,22,German Bundesliga,175,Lean,4300000,72,High
Hernán,UD Las Palmas,26,Spanish Primera Division,181,Normal,3600000,72,Medium
Aketxe,Athletic Club de Bilbao,23,Spanish Primera Division,175,Normal,4300000,72,Medium
J. Augustin,RB Leipzig,20,German Bundesliga,177,Lean,4700000,72,Medium
J. Morávek,FC Augsburg,27,German Bundesliga,180,Normal,3500000,72,Medium
T. Kehrer,FC Schalke 04,20,German Bundesliga,186,Lean,4900000,72,Medium
C. Günter,SC Freiburg,24,German Bundesliga,185,Stocky,3300000,72,Medium
P. Bardsley,Burnley,32,English Premier League,180,Normal,1700000,72,Medium
N. Wells,Burnley,27,English Premier League,170,Lean,3600000,72,High
T. Starke,FC Bayern Munich,36,German Bundesliga,194,Normal,425000,72,Medium
B. Kapustka,SC Freiburg,20,German Bundesliga,179,Lean,5500000,72,Medium
F. Giefer,FC Augsburg,27,German Bundesliga,196,Normal,2500000,72,Medium
R. Holding,Arsenal,21,English Premier League,189,Lean,5500000,72,Medium
D. Avdijaj,FC Schalke 04,20,German Bundesliga,172,Normal,4600000,72,Medium
M. Gulde,SC Freiburg,26,German Bundesliga,184,Normal,3100000,72,Medium
F. Hadergjonaj,Huddersfield Town,22,English Premier League,182,Lean,3700000,72,High
Pedraza,Deportivo Alavés,21,Spanish Primera Division,182,Normal,4300000,72,Medium
K. Onisiwo,1. FSV Mainz 05,25,German Bundesliga,188,Normal,3900000,72,Medium
P. Stenzel,SC Freiburg,21,German Bundesliga,183,Lean,3500000,72,Medium
Barragán,Real Betis Balompié,30,Spanish Primera Division,183,Normal,2200000,72,Medium
A. King,Leicester City,28,English Premier League,184,Normal,3100000,72,High
H. Toledo,UD Las Palmas,21,Spanish Primera Division,180,Lean,4800000,72,Medium
N. Höfler,SC Freiburg,27,German Bundesliga,181,Normal,2600000,72,Medium
P. Tyton,RC Deportivo de La Coruña,30,Spanish Primera Division,194,Lean,2000000,72,Medium
Nacho Vidal,Valencia CF,22,Spanish Primera Division,180,Normal,3600000,72,High
Ángel,Getafe CF,30,Spanish Primera Division,172,Lean,3000000,72,High
Vigaray,Deportivo Alavés,22,Spanish Primera Division,182,Lean,3600000,72,Medium
J. Ibe,Bournemouth,21,English Premier League,176,Normal,4600000,72,Medium
O. Zinchenko,Manchester City,20,English Premier League,175,Lean,5000000,72,Medium
J. Callsen-Bracker,FC Augsburg,32,German Bundesliga,188,Normal,1800000,72,Low
P. Retsos,Bayer 04 Leverkusen,18,German Bundesliga,186,Normal,4900000,72,Low
T. Hemed,Brighton & Hove Albion,30,English Premier League,186,Normal,3000000,72,Medium
I. Hajrovic,SV Werder Bremen,25,German Bundesliga,177,Normal,3700000,72,High
U. Hünemeier,Brighton & Hove Albion,31,English Premier League,189,Normal,1600000,71,Medium
G. Jung,Hamburger SV,22,German Bundesliga,189,Lean,3200000,71,Medium
Molinero,Getafe CF,31,Spanish Primera Division,175,Normal,1600000,71,Medium
I. Fossum,Hannover 96,20,German Bundesliga,180,Normal,3300000,71,High
Gerard Valentín,RC Deportivo de La Coruña,23,Spanish Primera Division,176,Normal,2800000,71,High
C. Janker,FC Augsburg,32,German Bundesliga,185,Normal,1400000,71,Medium
S. Sidwell,Brighton & Hove Albion,34,English Premier League,178,Normal,1200000,71,Medium
E. Fernández,Deportivo Alavés,22,Spanish Primera Division,186,Lean,3300000,71,Medium
I. Hayden,Newcastle United,22,English Premier League,185,Lean,3000000,71,Medium
L. Cook,Bournemouth,20,English Premier League,175,Normal,4600000,71,Medium
D. Williams,Huddersfield Town,28,English Premier League,182,Normal,2400000,71,Medium
U. Bech,Hannover 96,24,German Bundesliga,170,Stocky,3100000,71,High
J. Speroni,Crystal Palace,38,English Premier League,186,Normal,160000,71,Medium
Y. Bounou,Girona CF,26,Spanish Primera Division,192,Lean,2100000,71,Medium
P. Dummett,Newcastle United,25,English Premier League,182,Lean,2400000,71,High
F. Hübner,Hannover 96,26,German Bundesliga,193,Lean,2400000,71,Medium
Felipe,Hannover 96,30,German Bundesliga,193,Normal,1800000,71,Medium
Ji Dong Won,FC Augsburg,26,German Bundesliga,187,Lean,3000000,71,Medium
William,VfL Wolfsburg,22,German Bundesliga,171,Normal,3000000,71,Medium
Oier,Levante UD,27,Spanish Primera Division,189,Normal,1800000,71,Medium
C. Gönen,Málaga CF,29,Spanish Primera Division,190,Normal,1800000,71,Medium
A. Abrashi,SC Freiburg,27,German Bundesliga,172,Stocky,2000000,71,High
S. Lobotka,RC Celta de Vigo,22,Spanish Primera Division,170,Normal,3600000,71,High
M. Eggestein,SV Werder Bremen,20,German Bundesliga,181,Lean,3800000,71,Medium
K. Kodro,1. FSV Mainz 05,23,German Bundesliga,187,Lean,3400000,71,Medium
M. Albornoz,Hannover 96,26,German Bundesliga,180,Normal,2300000,71,Medium
F. Coltorti,RB Leipzig,36,German Bundesliga,197,Normal,325000,71,Medium
J. Hoogma,TSG 1899 Hoffenheim,19,German Bundesliga,190,Lean,4000000,71,Medium
K. Akpoguma,TSG 1899 Hoffenheim,22,German Bundesliga,192,Normal,3300000,71,Medium
L. Rosenior,Brighton & Hove Albion,32,English Premier League,178,Lean,1300000,71,High
A. Donis,VfB Stuttgart,20,German Bundesliga,178,Normal,4100000,71,High
K. Palmer,Huddersfield Town,20,English Premier League,175,Lean,3800000,71,High
A. Harit,FC Schalke 04,20,German Bundesliga,179,Lean,4200000,71,High
S. Malone,Huddersfield Town,26,English Premier League,189,Lean,2300000,71,High
T. Asano,VfB Stuttgart,22,German Bundesliga,173,Normal,3500000,71,High
S. Medojevic,Eintracht Frankfurt,26,German Bundesliga,182,Normal,2500000,71,Medium
M. Grujic,Liverpool,21,English Premier League,191,Normal,5000000,71,Medium
Borja Valle,RC Deportivo de La Coruña,24,Spanish Primera Division,177,Lean,3000000,71,High
Christian Rivera,SD Eibar,19,Spanish Primera Division,190,Normal,4600000,71,Medium
Marc Navarro,RCD Espanyol,21,Spanish Primera Division,188,Lean,3200000,71,High
D. Upamecano,RB Leipzig,18,German Bundesliga,185,Stocky,4400000,71,Medium
Aday Benítez,Girona CF,29,Spanish Primera Division,179,Normal,1800000,71,High
A. Ignjovski,SC Freiburg,26,German Bundesliga,175,Normal,2300000,71,Medium
D. da Costa,Eintracht Frankfurt,23,German Bundesliga,187,Normal,2600000,71,High
T. Kessler,1. FC Köln,31,German Bundesliga,197,Normal,1400000,71,Medium
I. Bebou,Hannover 96,23,German Bundesliga,183,Lean,3200000,71,High
T. Mings,Bournemouth,24,English Premier League,196,Normal,2800000,71,Medium
A. Hack,1. FSV Mainz 05,23,German Bundesliga,193,Normal,3200000,71,Medium
J. Stephens,Southampton,23,English Premier League,185,Lean,3000000,71,Medium
V. Lazaro,Hertha BSC Berlin,21,German Bundesliga,178,Normal,3700000,71,Medium
M. Terrazzino,SC Freiburg,26,German Bundesliga,176,Normal,2800000,71,Medium
A. Hakimi,Real Madrid CF,18,Spanish Primera Division,179,Lean,3000000,71,High
W. Montoya,Sevilla FC,23,Spanish Primera Division,175,Normal,3200000,71,Medium
F. Valverde,RC Deportivo de La Coruña,18,Spanish Primera Division,181,Normal,4800000,71,Medium
Héctor,Deportivo Alavés,26,Spanish Primera Division,173,Normal,2400000,71,High
Javi Ontiveros,Málaga CF,19,Spanish Primera Division,172,Normal,4400000,71,Medium
Lee Chung Yong,Crystal Palace,28,English Premier League,180,Lean,2400000,71,High
B. Schmitz,RB Leipzig,22,German Bundesliga,182,Lean,2500000,71,High
Joel Pereira,Manchester United,21,English Premier League,188,Normal,3700000,71,Medium
C. Martina,Everton,27,English Premier League,185,Lean,2000000,71,High
N. Champagne,CD Leganés,32,Spanish Primera Division,190,Normal,1400000,71,Medium
I. Brown,Brighton & Hove Albion,20,English Premier League,182,Normal,3800000,71,Medium
R. Elliot,Newcastle United,31,English Premier League,190,Normal,1400000,71,Medium
N. Sarenren Bazee,Hannover 96,20,German Bundesliga,182,Lean,3200000,70,Medium
D. Solanke,Liverpool,19,English Premier League,187,Normal,3800000,70,High
J. Murphy,Newcastle United,22,English Premier League,179,Lean,2700000,70,High
Saborit,Athletic Club de Bilbao,25,Spanish Primera Division,186,Lean,2000000,70,High
F. Boulaya,Girona CF,24,Spanish Primera Division,180,Lean,2400000,70,High
A. Bogdán,Liverpool,29,English Premier League,194,Lean,1200000,70,Medium
J. Mojica,Girona CF,24,Spanish Primera Division,185,Lean,2300000,70,High
Zubeldia,Real Sociedad,20,Spanish Primera Division,180,Normal,2800000,70,Medium
J. Flanagan,Liverpool,24,English Premier League,181,Normal,2000000,70,Medium
Jon Bautista,Real Sociedad,21,Spanish Primera Division,180,Lean,2800000,70,Medium
D. Kamada,Eintracht Frankfurt,20,German Bundesliga,180,Lean,2900000,70,High
R. Khedira,FC Augsburg,23,German Bundesliga,188,Normal,2000000,70,Medium
C. Benschop,Hannover 96,27,German Bundesliga,191,Stocky,1900000,70,High
S. Baldock,Brighton & Hove Albion,28,English Premier League,170,Lean,1800000,70,High
A. Tosca,Real Betis Balompié,25,Spanish Primera Division,181,Normal,2100000,70,Medium
Borja Lasso,Sevilla FC,23,Spanish Primera Division,186,Normal,2600000,70,Medium
K. Darlow,Newcastle United,26,English Premier League,190,Normal,1600000,70,Medium
E. Martinez,Getafe CF,24,Spanish Primera Division,193,Normal,1800000,70,Medium
D. Blum,Eintracht Frankfurt,26,German Bundesliga,184,Normal,2200000,70,Medium
